{:mhp=>1000, :dead=>0, :st=>[], :seiferp=>false}
HP	HP rate	CL 1/1..4	CL 2/1..4	CL 3/1..4	CL 4/1..4	CL 1..4/All	CL 2..4/All	CL 3..4/All	CL 4..4/All
{:mhp=>1000, :dead=>0, :st=>[:aura], :seiferp=>false}
HP	HP rate	CL 1/1..4	CL 2/1..4	CL 3/1..4	CL 4/1..4	CL 1..4/All	CL 2..4/All	CL 3..4/All	CL 4..4/All
0	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
10	0.010000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
20	0.020000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
30	0.030000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
40	0.040000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
50	0.050000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
60	0.060000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
70	0.070000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
80	0.080000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
90	0.090000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
100	0.100000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
110	0.110000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
120	0.120000	0.000000	0.000000	0.011719	0.988281	1.000000	1.000000	1.000000	0.988281
130	0.130000	0.000000	0.000000	0.023438	0.976562	1.000000	1.000000	1.000000	0.976562
140	0.140000	0.000000	0.000000	0.035156	0.964844	1.000000	1.000000	1.000000	0.964844
150	0.150000	0.000000	0.000000	0.046875	0.953125	1.000000	1.000000	1.000000	0.953125
160	0.160000	0.000000	0.000000	0.058594	0.941406	1.000000	1.000000	1.000000	0.941406
170	0.170000	0.000000	0.000000	0.074219	0.925781	1.000000	1.000000	1.000000	0.925781
180	0.180000	0.000000	0.000000	0.085938	0.914062	1.000000	1.000000	1.000000	0.914062
190	0.190000	0.000000	0.000000	0.097656	0.902344	1.000000	1.000000	1.000000	0.902344
200	0.200000	0.000000	0.000000	0.109375	0.890625	1.000000	1.000000	1.000000	0.890625
210	0.210000	0.000000	0.000000	0.121094	0.878906	1.000000	1.000000	1.000000	0.878906
220	0.220000	0.000000	0.000000	0.132812	0.867188	1.000000	1.000000	1.000000	0.867188
230	0.230000	0.000000	0.000000	0.144531	0.855469	1.000000	1.000000	1.000000	0.855469
240	0.240000	0.000000	0.000000	0.156250	0.843750	1.000000	1.000000	1.000000	0.843750
250	0.250000	0.000000	0.000000	0.171875	0.828125	1.000000	1.000000	1.000000	0.828125
260	0.260000	0.000000	0.000000	0.183594	0.816406	1.000000	1.000000	1.000000	0.816406
270	0.270000	0.000000	0.000000	0.195312	0.804688	1.000000	1.000000	1.000000	0.804688
280	0.280000	0.000000	0.003906	0.203125	0.792969	1.000000	1.000000	0.996094	0.792969
290	0.290000	0.000000	0.019531	0.199219	0.781250	1.000000	1.000000	0.980469	0.781250
300	0.300000	0.000000	0.031250	0.199219	0.769531	1.000000	1.000000	0.968750	0.769531
310	0.310000	0.000000	0.046875	0.195312	0.757812	1.000000	1.000000	0.953125	0.757812
320	0.320000	0.000000	0.058594	0.195312	0.746094	1.000000	1.000000	0.941406	0.746094
330	0.330000	0.000000	0.074219	0.195312	0.730469	1.000000	1.000000	0.925781	0.730469
340	0.340000	0.000000	0.089844	0.191406	0.718750	1.000000	1.000000	0.910156	0.718750
350	0.350000	0.000000	0.101562	0.191406	0.707031	1.000000	1.000000	0.898438	0.707031
360	0.360000	0.000000	0.117188	0.187500	0.695312	1.000000	1.000000	0.882812	0.695312
370	0.370000	0.000000	0.128906	0.187500	0.683594	1.000000	1.000000	0.871094	0.683594
380	0.380000	0.000000	0.144531	0.183594	0.671875	1.000000	1.000000	0.855469	0.671875
390	0.390000	0.000000	0.156250	0.183594	0.660156	1.000000	1.000000	0.843750	0.660156
400	0.400000	0.000000	0.171875	0.179688	0.648438	1.000000	1.000000	0.828125	0.648438
410	0.410000	0.000000	0.187500	0.179688	0.632812	1.000000	1.000000	0.812500	0.632812
420	0.420000	0.000000	0.199219	0.179688	0.621094	1.000000	1.000000	0.800781	0.621094
430	0.430000	0.000000	0.214844	0.175781	0.609375	1.000000	1.000000	0.785156	0.609375
440	0.440000	0.000000	0.226562	0.175781	0.597656	1.000000	1.000000	0.773438	0.597656
450	0.450000	0.011719	0.230469	0.171875	0.585938	1.000000	0.988281	0.757812	0.585938
460	0.460000	0.027344	0.226562	0.171875	0.574219	1.000000	0.972656	0.746094	0.574219
470	0.470000	0.042969	0.226562	0.167969	0.562500	1.000000	0.957031	0.730469	0.562500
480	0.480000	0.058594	0.226562	0.164062	0.550781	1.000000	0.941406	0.714844	0.550781
490	0.490000	0.078125	0.218750	0.167969	0.535156	1.000000	0.921875	0.703125	0.535156
500	0.500000	0.093750	0.218750	0.164062	0.523438	1.000000	0.906250	0.687500	0.523438
510	0.510000	0.109375	0.214844	0.164062	0.511719	1.000000	0.890625	0.675781	0.511719
520	0.520000	0.125000	0.214844	0.160156	0.500000	1.000000	0.875000	0.660156	0.500000
530	0.530000	0.140625	0.210938	0.160156	0.488281	1.000000	0.859375	0.648438	0.488281
540	0.540000	0.156250	0.210938	0.156250	0.476562	1.000000	0.843750	0.632812	0.476562
550	0.550000	0.175781	0.207031	0.152344	0.464844	1.000000	0.824219	0.617188	0.464844
560	0.560000	0.191406	0.203125	0.152344	0.453125	1.000000	0.808594	0.605469	0.453125
570	0.570000	0.207031	0.203125	0.152344	0.437500	1.000000	0.792969	0.589844	0.437500
580	0.580000	0.222656	0.199219	0.152344	0.425781	1.000000	0.777344	0.578125	0.425781
590	0.590000	0.238281	0.199219	0.148438	0.414062	1.000000	0.761719	0.562500	0.414062
600	0.600000	0.253906	0.195312	0.148438	0.402344	1.000000	0.746094	0.550781	0.402344
610	0.610000	0.273438	0.191406	0.144531	0.390625	1.000000	0.726562	0.535156	0.390625
620	0.620000	0.274900	0.195219	0.143426	0.386454	0.980469	0.710938	0.519531	0.378906
630	0.630000	0.276423	0.195122	0.146341	0.382114	0.960938	0.695312	0.507812	0.367188
640	0.640000	0.278008	0.199170	0.145228	0.377593	0.941406	0.679688	0.492188	0.355469
650	0.650000	0.279661	0.199153	0.152542	0.368644	0.921875	0.664062	0.480469	0.339844
660	0.660000	0.281385	0.203463	0.151515	0.363636	0.902344	0.648438	0.464844	0.328125
670	0.670000	0.287611	0.199115	0.154867	0.358407	0.882812	0.628906	0.453125	0.316406
680	0.680000	0.289593	0.203620	0.153846	0.352941	0.863281	0.613281	0.437500	0.304688
690	0.690000	0.291667	0.208333	0.152778	0.347222	0.843750	0.597656	0.421875	0.292969
700	0.700000	0.293839	0.208531	0.156398	0.341232	0.824219	0.582031	0.410156	0.281250
710	0.710000	0.296117	0.213592	0.155340	0.334951	0.804688	0.566406	0.394531	0.269531
720	0.720000	0.298507	0.213930	0.159204	0.328358	0.785156	0.550781	0.382812	0.257812
730	0.730000	0.306122	0.214286	0.163265	0.316327	0.765625	0.531250	0.367188	0.242188
740	0.740000	0.308901	0.214660	0.167539	0.308901	0.746094	0.515625	0.355469	0.230469
750	0.750000	0.311828	0.220430	0.166667	0.301075	0.726562	0.500000	0.339844	0.218750
760	0.760000	0.314917	0.226519	0.165746	0.292818	0.707031	0.484375	0.324219	0.207031
770	0.770000	0.318182	0.227273	0.170455	0.284091	0.687500	0.468750	0.312500	0.195312
780	0.780000	0.321637	0.233918	0.169591	0.274854	0.667969	0.453125	0.296875	0.183594
790	0.790000	0.331325	0.228916	0.174699	0.265060	0.648438	0.433594	0.285156	0.171875
800	0.800000	0.335404	0.236025	0.173913	0.254658	0.628906	0.417969	0.269531	0.160156
810	0.810000	0.339744	0.237179	0.185897	0.237179	0.609375	0.402344	0.257812	0.144531
820	0.820000	0.344371	0.245033	0.185430	0.225166	0.589844	0.386719	0.242188	0.132812
830	0.830000	0.349315	0.253425	0.184932	0.212329	0.570312	0.371094	0.226562	0.121094
840	0.840000	0.354610	0.255319	0.191489	0.198582	0.550781	0.355469	0.214844	0.109375
850	0.850000	0.367647	0.257353	0.191176	0.183824	0.531250	0.335938	0.199219	0.097656
860	0.860000	0.374046	0.259542	0.198473	0.167939	0.511719	0.320312	0.187500	0.085938
870	0.870000	0.380952	0.269841	0.198413	0.150794	0.492188	0.304688	0.171875	0.074219
880	0.880000	0.388430	0.272727	0.206612	0.132231	0.472656	0.289062	0.160156	0.062500
890	0.890000	0.396552	0.284483	0.215517	0.103448	0.453125	0.273438	0.144531	0.046875
900	0.900000	0.405405	0.297297	0.216216	0.081081	0.433594	0.257812	0.128906	0.035156
910	0.910000	0.424528	0.292453	0.226415	0.056604	0.414062	0.238281	0.117188	0.023438
920	0.920000	0.435644	0.306931	0.227723	0.029703	0.394531	0.222656	0.101562	0.011719
930	0.930000	0.447917	0.312500	0.239583	0.000000	0.375000	0.207031	0.089844	0.000000
940	0.940000	0.461538	0.329670	0.208791	0.000000	0.355469	0.191406	0.074219	0.000000
950	0.950000	0.476744	0.337209	0.186047	0.000000	0.335938	0.175781	0.062500	0.000000
960	0.960000	0.493827	0.358025	0.148148	0.000000	0.316406	0.160156	0.046875	0.000000
970	0.970000	0.526316	0.368421	0.105263	0.000000	0.296875	0.140625	0.031250	0.000000
980	0.980000	0.549296	0.380282	0.070423	0.000000	0.277344	0.125000	0.019531	0.000000
990	0.990000	0.575758	0.409091	0.015152	0.000000	0.257812	0.109375	0.003906	0.000000
1000	1.000000	0.606557	0.393443	0.000000	0.000000	0.238281	0.093750	0.000000	0.000000
{:mhp=>1000, :dead=>1, :st=>[:aura], :seiferp=>false}
HP	HP rate	CL 1/1..4	CL 2/1..4	CL 3/1..4	CL 4/1..4	CL 1..4/All	CL 2..4/All	CL 3..4/All	CL 4..4/All
0	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
10	0.010000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
20	0.020000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
30	0.030000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
40	0.040000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
50	0.050000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
60	0.060000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
70	0.070000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
80	0.080000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
90	0.090000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
100	0.100000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
110	0.110000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
120	0.120000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
130	0.130000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
140	0.140000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
150	0.150000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
160	0.160000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
170	0.170000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
180	0.180000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
190	0.190000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
200	0.200000	0.000000	0.000000	0.011719	0.988281	1.000000	1.000000	1.000000	0.988281
210	0.210000	0.000000	0.000000	0.023438	0.976562	1.000000	1.000000	1.000000	0.976562
220	0.220000	0.000000	0.000000	0.035156	0.964844	1.000000	1.000000	1.000000	0.964844
230	0.230000	0.000000	0.000000	0.046875	0.953125	1.000000	1.000000	1.000000	0.953125
240	0.240000	0.000000	0.000000	0.058594	0.941406	1.000000	1.000000	1.000000	0.941406
250	0.250000	0.000000	0.000000	0.074219	0.925781	1.000000	1.000000	1.000000	0.925781
260	0.260000	0.000000	0.000000	0.085938	0.914062	1.000000	1.000000	1.000000	0.914062
270	0.270000	0.000000	0.000000	0.097656	0.902344	1.000000	1.000000	1.000000	0.902344
280	0.280000	0.000000	0.000000	0.109375	0.890625	1.000000	1.000000	1.000000	0.890625
290	0.290000	0.000000	0.000000	0.121094	0.878906	1.000000	1.000000	1.000000	0.878906
300	0.300000	0.000000	0.000000	0.132812	0.867188	1.000000	1.000000	1.000000	0.867188
310	0.310000	0.000000	0.000000	0.144531	0.855469	1.000000	1.000000	1.000000	0.855469
320	0.320000	0.000000	0.000000	0.156250	0.843750	1.000000	1.000000	1.000000	0.843750
330	0.330000	0.000000	0.000000	0.171875	0.828125	1.000000	1.000000	1.000000	0.828125
340	0.340000	0.000000	0.000000	0.183594	0.816406	1.000000	1.000000	1.000000	0.816406
350	0.350000	0.000000	0.000000	0.195312	0.804688	1.000000	1.000000	1.000000	0.804688
360	0.360000	0.000000	0.003906	0.203125	0.792969	1.000000	1.000000	0.996094	0.792969
370	0.370000	0.000000	0.019531	0.199219	0.781250	1.000000	1.000000	0.980469	0.781250
380	0.380000	0.000000	0.031250	0.199219	0.769531	1.000000	1.000000	0.968750	0.769531
390	0.390000	0.000000	0.046875	0.195312	0.757812	1.000000	1.000000	0.953125	0.757812
400	0.400000	0.000000	0.058594	0.195312	0.746094	1.000000	1.000000	0.941406	0.746094
410	0.410000	0.000000	0.074219	0.195312	0.730469	1.000000	1.000000	0.925781	0.730469
420	0.420000	0.000000	0.089844	0.191406	0.718750	1.000000	1.000000	0.910156	0.718750
430	0.430000	0.000000	0.101562	0.191406	0.707031	1.000000	1.000000	0.898438	0.707031
440	0.440000	0.000000	0.117188	0.187500	0.695312	1.000000	1.000000	0.882812	0.695312
450	0.450000	0.000000	0.128906	0.187500	0.683594	1.000000	1.000000	0.871094	0.683594
460	0.460000	0.000000	0.144531	0.183594	0.671875	1.000000	1.000000	0.855469	0.671875
470	0.470000	0.000000	0.156250	0.183594	0.660156	1.000000	1.000000	0.843750	0.660156
480	0.480000	0.000000	0.171875	0.179688	0.648438	1.000000	1.000000	0.828125	0.648438
490	0.490000	0.000000	0.187500	0.179688	0.632812	1.000000	1.000000	0.812500	0.632812
500	0.500000	0.000000	0.199219	0.179688	0.621094	1.000000	1.000000	0.800781	0.621094
510	0.510000	0.000000	0.214844	0.175781	0.609375	1.000000	1.000000	0.785156	0.609375
520	0.520000	0.000000	0.226562	0.175781	0.597656	1.000000	1.000000	0.773438	0.597656
530	0.530000	0.011719	0.230469	0.171875	0.585938	1.000000	0.988281	0.757812	0.585938
540	0.540000	0.027344	0.226562	0.171875	0.574219	1.000000	0.972656	0.746094	0.574219
550	0.550000	0.042969	0.226562	0.167969	0.562500	1.000000	0.957031	0.730469	0.562500
560	0.560000	0.058594	0.226562	0.164062	0.550781	1.000000	0.941406	0.714844	0.550781
570	0.570000	0.078125	0.218750	0.167969	0.535156	1.000000	0.921875	0.703125	0.535156
580	0.580000	0.093750	0.218750	0.164062	0.523438	1.000000	0.906250	0.687500	0.523438
590	0.590000	0.109375	0.214844	0.164062	0.511719	1.000000	0.890625	0.675781	0.511719
600	0.600000	0.125000	0.214844	0.160156	0.500000	1.000000	0.875000	0.660156	0.500000
610	0.610000	0.140625	0.210938	0.160156	0.488281	1.000000	0.859375	0.648438	0.488281
620	0.620000	0.156250	0.210938	0.156250	0.476562	1.000000	0.843750	0.632812	0.476562
630	0.630000	0.175781	0.207031	0.152344	0.464844	1.000000	0.824219	0.617188	0.464844
640	0.640000	0.191406	0.203125	0.152344	0.453125	1.000000	0.808594	0.605469	0.453125
650	0.650000	0.207031	0.203125	0.152344	0.437500	1.000000	0.792969	0.589844	0.437500
660	0.660000	0.222656	0.199219	0.152344	0.425781	1.000000	0.777344	0.578125	0.425781
670	0.670000	0.238281	0.199219	0.148438	0.414062	1.000000	0.761719	0.562500	0.414062
680	0.680000	0.253906	0.195312	0.148438	0.402344	1.000000	0.746094	0.550781	0.402344
690	0.690000	0.273438	0.191406	0.144531	0.390625	1.000000	0.726562	0.535156	0.390625
700	0.700000	0.274900	0.195219	0.143426	0.386454	0.980469	0.710938	0.519531	0.378906
710	0.710000	0.276423	0.195122	0.146341	0.382114	0.960938	0.695312	0.507812	0.367188
720	0.720000	0.278008	0.199170	0.145228	0.377593	0.941406	0.679688	0.492188	0.355469
730	0.730000	0.279661	0.199153	0.152542	0.368644	0.921875	0.664062	0.480469	0.339844
740	0.740000	0.281385	0.203463	0.151515	0.363636	0.902344	0.648438	0.464844	0.328125
750	0.750000	0.287611	0.199115	0.154867	0.358407	0.882812	0.628906	0.453125	0.316406
760	0.760000	0.289593	0.203620	0.153846	0.352941	0.863281	0.613281	0.437500	0.304688
770	0.770000	0.291667	0.208333	0.152778	0.347222	0.843750	0.597656	0.421875	0.292969
780	0.780000	0.293839	0.208531	0.156398	0.341232	0.824219	0.582031	0.410156	0.281250
790	0.790000	0.296117	0.213592	0.155340	0.334951	0.804688	0.566406	0.394531	0.269531
800	0.800000	0.298507	0.213930	0.159204	0.328358	0.785156	0.550781	0.382812	0.257812
810	0.810000	0.306122	0.214286	0.163265	0.316327	0.765625	0.531250	0.367188	0.242188
820	0.820000	0.308901	0.214660	0.167539	0.308901	0.746094	0.515625	0.355469	0.230469
830	0.830000	0.311828	0.220430	0.166667	0.301075	0.726562	0.500000	0.339844	0.218750
840	0.840000	0.314917	0.226519	0.165746	0.292818	0.707031	0.484375	0.324219	0.207031
850	0.850000	0.318182	0.227273	0.170455	0.284091	0.687500	0.468750	0.312500	0.195312
860	0.860000	0.321637	0.233918	0.169591	0.274854	0.667969	0.453125	0.296875	0.183594
870	0.870000	0.331325	0.228916	0.174699	0.265060	0.648438	0.433594	0.285156	0.171875
880	0.880000	0.335404	0.236025	0.173913	0.254658	0.628906	0.417969	0.269531	0.160156
890	0.890000	0.339744	0.237179	0.185897	0.237179	0.609375	0.402344	0.257812	0.144531
900	0.900000	0.344371	0.245033	0.185430	0.225166	0.589844	0.386719	0.242188	0.132812
910	0.910000	0.349315	0.253425	0.184932	0.212329	0.570312	0.371094	0.226562	0.121094
920	0.920000	0.354610	0.255319	0.191489	0.198582	0.550781	0.355469	0.214844	0.109375
930	0.930000	0.367647	0.257353	0.191176	0.183824	0.531250	0.335938	0.199219	0.097656
940	0.940000	0.374046	0.259542	0.198473	0.167939	0.511719	0.320312	0.187500	0.085938
950	0.950000	0.380952	0.269841	0.198413	0.150794	0.492188	0.304688	0.171875	0.074219
960	0.960000	0.388430	0.272727	0.206612	0.132231	0.472656	0.289062	0.160156	0.062500
970	0.970000	0.396552	0.284483	0.215517	0.103448	0.453125	0.273438	0.144531	0.046875
980	0.980000	0.405405	0.297297	0.216216	0.081081	0.433594	0.257812	0.128906	0.035156
990	0.990000	0.424528	0.292453	0.226415	0.056604	0.414062	0.238281	0.117188	0.023438
1000	1.000000	0.435644	0.306931	0.227723	0.029703	0.394531	0.222656	0.101562	0.011719
{:mhp=>1000, :dead=>2, :st=>[:aura], :seiferp=>false}
HP	HP rate	CL 1/1..4	CL 2/1..4	CL 3/1..4	CL 4/1..4	CL 1..4/All	CL 2..4/All	CL 3..4/All	CL 4..4/All
0	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
10	0.010000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
20	0.020000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
30	0.030000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
40	0.040000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
50	0.050000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
60	0.060000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
70	0.070000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
80	0.080000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
90	0.090000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
100	0.100000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
110	0.110000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
120	0.120000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
130	0.130000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
140	0.140000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
150	0.150000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
160	0.160000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
170	0.170000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
180	0.180000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
190	0.190000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
200	0.200000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
210	0.210000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
220	0.220000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
230	0.230000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
240	0.240000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
250	0.250000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
260	0.260000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
270	0.270000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000
280	0.280000	0.000000	0.000000	0.011719	0.988281	1.000000	1.000000	1.000000	0.988281
290	0.290000	0.000000	0.000000	0.023438	0.976562	1.000000	1.000000	1.000000	0.976562
300	0.300000	0.000000	0.000000	0.035156	0.964844	1.000000	1.000000	1.000000	0.964844
310	0.310000	0.000000	0.000000	0.046875	0.953125	1.000000	1.000000	1.000000	0.953125
320	0.320000	0.000000	0.000000	0.058594	0.941406	1.000000	1.000000	1.000000	0.941406
330	0.330000	0.000000	0.000000	0.074219	0.925781	1.000000	1.000000	1.000000	0.925781
340	0.340000	0.000000	0.000000	0.085938	0.914062	1.000000	1.000000	1.000000	0.914062
350	0.350000	0.000000	0.000000	0.097656	0.902344	1.000000	1.000000	1.000000	0.902344
360	0.360000	0.000000	0.000000	0.109375	0.890625	1.000000	1.000000	1.000000	0.890625
370	0.370000	0.000000	0.000000	0.121094	0.878906	1.000000	1.000000	1.000000	0.878906
380	0.380000	0.000000	0.000000	0.132812	0.867188	1.000000	1.000000	1.000000	0.867188
390	0.390000	0.000000	0.000000	0.144531	0.855469	1.000000	1.000000	1.000000	0.855469
400	0.400000	0.000000	0.000000	0.156250	0.843750	1.000000	1.000000	1.000000	0.843750
410	0.410000	0.000000	0.000000	0.171875	0.828125	1.000000	1.000000	1.000000	0.828125
420	0.420000	0.000000	0.000000	0.183594	0.816406	1.000000	1.000000	1.000000	0.816406
430	0.430000	0.000000	0.000000	0.195312	0.804688	1.000000	1.000000	1.000000	0.804688
440	0.440000	0.000000	0.003906	0.203125	0.792969	1.000000	1.000000	0.996094	0.792969
450	0.450000	0.000000	0.019531	0.199219	0.781250	1.000000	1.000000	0.980469	0.781250
460	0.460000	0.000000	0.031250	0.199219	0.769531	1.000000	1.000000	0.968750	0.769531
470	0.470000	0.000000	0.046875	0.195312	0.757812	1.000000	1.000000	0.953125	0.757812
480	0.480000	0.000000	0.058594	0.195312	0.746094	1.000000	1.000000	0.941406	0.746094
490	0.490000	0.000000	0.074219	0.195312	0.730469	1.000000	1.000000	0.925781	0.730469
500	0.500000	0.000000	0.089844	0.191406	0.718750	1.000000	1.000000	0.910156	0.718750
510	0.510000	0.000000	0.101562	0.191406	0.707031	1.000000	1.000000	0.898438	0.707031
520	0.520000	0.000000	0.117188	0.187500	0.695312	1.000000	1.000000	0.882812	0.695312
530	0.530000	0.000000	0.128906	0.187500	0.683594	1.000000	1.000000	0.871094	0.683594
540	0.540000	0.000000	0.144531	0.183594	0.671875	1.000000	1.000000	0.855469	0.671875
550	0.550000	0.000000	0.156250	0.183594	0.660156	1.000000	1.000000	0.843750	0.660156
560	0.560000	0.000000	0.171875	0.179688	0.648438	1.000000	1.000000	0.828125	0.648438
570	0.570000	0.000000	0.187500	0.179688	0.632812	1.000000	1.000000	0.812500	0.632812
580	0.580000	0.000000	0.199219	0.179688	0.621094	1.000000	1.000000	0.800781	0.621094
590	0.590000	0.000000	0.214844	0.175781	0.609375	1.000000	1.000000	0.785156	0.609375
600	0.600000	0.000000	0.226562	0.175781	0.597656	1.000000	1.000000	0.773438	0.597656
610	0.610000	0.011719	0.230469	0.171875	0.585938	1.000000	0.988281	0.757812	0.585938
620	0.620000	0.027344	0.226562	0.171875	0.574219	1.000000	0.972656	0.746094	0.574219
630	0.630000	0.042969	0.226562	0.167969	0.562500	1.000000	0.957031	0.730469	0.562500
640	0.640000	0.058594	0.226562	0.164062	0.550781	1.000000	0.941406	0.714844	0.550781
650	0.650000	0.078125	0.218750	0.167969	0.535156	1.000000	0.921875	0.703125	0.535156
660	0.660000	0.093750	0.218750	0.164062	0.523438	1.000000	0.906250	0.687500	0.523438
670	0.670000	0.109375	0.214844	0.164062	0.511719	1.000000	0.890625	0.675781	0.511719
680	0.680000	0.125000	0.214844	0.160156	0.500000	1.000000	0.875000	0.660156	0.500000
690	0.690000	0.140625	0.210938	0.160156	0.488281	1.000000	0.859375	0.648438	0.488281
700	0.700000	0.156250	0.210938	0.156250	0.476562	1.000000	0.843750	0.632812	0.476562
710	0.710000	0.175781	0.207031	0.152344	0.464844	1.000000	0.824219	0.617188	0.464844
720	0.720000	0.191406	0.203125	0.152344	0.453125	1.000000	0.808594	0.605469	0.453125
730	0.730000	0.207031	0.203125	0.152344	0.437500	1.000000	0.792969	0.589844	0.437500
740	0.740000	0.222656	0.199219	0.152344	0.425781	1.000000	0.777344	0.578125	0.425781
750	0.750000	0.238281	0.199219	0.148438	0.414062	1.000000	0.761719	0.562500	0.414062
760	0.760000	0.253906	0.195312	0.148438	0.402344	1.000000	0.746094	0.550781	0.402344
770	0.770000	0.273438	0.191406	0.144531	0.390625	1.000000	0.726562	0.535156	0.390625
780	0.780000	0.274900	0.195219	0.143426	0.386454	0.980469	0.710938	0.519531	0.378906
790	0.790000	0.276423	0.195122	0.146341	0.382114	0.960938	0.695312	0.507812	0.367188
800	0.800000	0.278008	0.199170	0.145228	0.377593	0.941406	0.679688	0.492188	0.355469
810	0.810000	0.279661	0.199153	0.152542	0.368644	0.921875	0.664062	0.480469	0.339844
820	0.820000	0.281385	0.203463	0.151515	0.363636	0.902344	0.648438	0.464844	0.328125
830	0.830000	0.287611	0.199115	0.154867	0.358407	0.882812	0.628906	0.453125	0.316406
840	0.840000	0.289593	0.203620	0.153846	0.352941	0.863281	0.613281	0.437500	0.304688
850	0.850000	0.291667	0.208333	0.152778	0.347222	0.843750	0.597656	0.421875	0.292969
